order_item_id,order_id,product_id,quantity,unit_price,discount_pct
OI00045407,O0025853,P0052,1,40.41,0.0
OI00045429,O0025864,P0078,1,135.98,0.15
OI00045441,O0025872,P0097,1,139.02,0.0
OI00045442,O0025872,P0164,1,39.8,0.1
OI00045443,O0025872,P0115,1,70.16,0.0
OI00045444,O0025873,P0042,2,118.36,0.05
OI00045447,O0025875,P0108,1,41.64,0.1
OI00045448,O0025875,P0042,2,121.66,0.25
OI00045449,O0025875,P0083,1,740.73,0.25
OI00045483,O0025893,P0027,1,925.8,0.0
OI00045484,O0025893,P0129,1,306.85,0.1
OI00045489,O0025897,P0076,1,122.9,0.25
OI00045490,O0025897,P0154,1,56.7,0.0
OI00045497,O0025902,P0052,1,39.64,0.0
OI00045503,O0025905,P0047,1,138.76,0.0
OI00045508,O0025909,P0129,1,309.93,0.05
OI00045509,O0025909,P0152,1,14.86,0.0
OI00045510,O0025909,P0085,1,490.88,0.0
OI00045519,O0025914,P0141,1,23.46,0.0
OI00045520,O0025914,P0160,1,24.55,0.0
OI00045526,O0025918,P0033,1,1362.64,0.25
OI00045542,O0025926,P0016,1,943.12,0.25
OI00045543,O0025926,P0006,1,2212.01,0.05
OI00045544,O0025926,P0119,1,33.93,0.0
OI00045545,O0025926,P0118,1,126.36,0.25
OI00045557,O0025933,P0038,1,469.55,0.0
OI00045566,O0025939,P0154,2,57.02,0.05
OI00045586,O0025952,P0039,1,539.42,0.05
OI00045587,O0025952,P0056,1,128.29,0.25
OI00045603,O0025962,P0118,1,128.39,0.1
OI00045604,O0025962,P0123,1,48.26,0.25
OI00045629,O0025979,P0114,1,29.1,0.2
OI00045630,O0025979,P0072,1,173.59,0.25
OI00045653,O0025991,P0148,1,14.81,0.0
OI00045654,O0025991,P0085,1,491.84,0.25
OI00045655,O0025991,P0145,1,162.48,0.25
OI00045667,O0025998,P0081,1,411.43,0.25
OI00045668,O0025998,P0016,1,944.34,0.0
OI00045685,O0026008,P0049,1,335.28,0.0
OI00045686,O0026008,P0014,1,843.59,0.0
OI00045687,O0026008,P0161,1,64.24,0.0
OI00045705,O0026019,P0177,1,23.36,0.25
OI00045733,O0026037,P0166,1,33.12,0.2
OI00045736,O0026040,P0044,2,127.07,0.0
OI00045737,O0026040,P0098,1,315.94,0.0
OI00045741,O0026043,P0078,1,138.63,0.05
OI00045742,O0026044,P0130,1,30.6,0.0
OI00045778,O0026063,P0116,1,69.24,0.0
OI00045789,O0026070,P0036,1,746.35,0.15
OI00045790,O0026071,P0176,1,142.54,0.25
OI00045791,O0026071,P0085,1,497.79,0.25
OI00045792,O0026071,P0127,1,158.8,0.0
OI00045800,O0026077,P0098,1,312.38,0.25
OI00045801,O0026077,P0069,2,99.89,0.1
OI00045802,O0026077,P0178,2,11.16,0.0
OI00045814,O0026084,P0140,2,15.9,0.0
OI00045815,O0026084,P0100,1,61.61,0.25
OI00045816,O0026084,P0078,1,137.42,0.05
OI00045822,O0026088,P0099,2,234.1,0.2
OI00045823,O0026088,P0133,1,9.84,0.0
OI00045838,O0026096,P0037,1,536.86,0.1
OI00045839,O0026096,P0004,1,1022.11,0.0
OI00045840,O0026097,P0176,1,138.35,0.25
OI00045841,O0026098,P0069,1,97.66,0.0
OI00045854,O0026107,P0106,1,130.98,0.25
OI00045855,O0026107,P0132,1,29.45,0.15
OI00045856,O0026107,P0112,1,40.53,0.0
OI00045857,O0026107,P0133,1,9.99,0.0
OI00045881,O0026120,P0150,1,11.43,0.25
OI00045884,O0026122,P0085,2,488.76,0.1
OI00045885,O0026122,P0084,1,634.59,0.0
OI00045886,O0026122,P0123,1,48.06,0.25
OI00045887,O0026122,P0142,1,12.64,0.25
OI00045891,O0026124,P0159,1,176.76,0.25
OI00045892,O0026124,P0059,1,50.29,0.0
OI00045898,O0026128,P0007,1,1965.98,0.0
OI00045907,O0026134,P0151,1,19.88,0.0
OI00045916,O0026138,P0069,1,98.29,0.0
OI00045917,O0026138,P0165,1,39.52,0.15
OI00045951,O0026159,P0163,1,18.31,0.0
OI00045952,O0026159,P0100,1,60.45,0.25
OI00045953,O0026159,P0129,1,302.15,0.0
OI00045963,O0026164,P0065,1,312.41,0.2
OI00045974,O0026169,P0172,1,22.66,0.0
OI00045985,O0026175,P0107,1,157.6,0.0
OI00045989,O0026178,P0094,1,73.17,0.25
OI00046018,O0026195,P0029,1,519.67,0.15
OI00046021,O0026197,P0108,2,41.79,0.25
OI00046022,O0026197,P0133,2,10.01,0.25
OI00046025,O0026199,P0104,1,29.81,0.1
OI00046027,O0026201,P0082,1,371.4,0.25
OI00046033,O0026204,P0152,1,15.08,0.25
OI00046040,O0026209,P0140,1,15.72,0.15
OI00046045,O0026213,P0155,1,50.88,0.1
OI00046048,O0026216,P0057,1,130.21,0.0
OI00046049,O0026216,P0169,1,186.59,0.0
OI00046057,O0026222,P0144,1,13.77,0.0
OI00046058,O0026222,P0097,1,139.9,0.25
OI00046059,O0026222,P0014,1,795.35,0.0
OI00046068,O0026228,P0170,1,9.11,0.25
OI00046071,O0026230,P0097,1,139.94,0.1
OI00046093,O0026246,P0066,1,273.85,0.0
OI00046094,O0026246,P0093,3,85.57,0.25
OI00046096,O0026248,P0126,1,180.92,0.0
OI00046097,O0026248,P0172,1,22.4,0.0
OI00046102,O0026252,P0029,1,524.83,0.0
OI00046103,O0026252,P0176,1,134.98,0.0
OI00046104,O0026252,P0044,1,123.98,0.0
OI00046110,O0026255,P0093,1,87.65,0.05
OI00046126,O0026264,P0106,1,133.27,0.15
OI00046134,O0026267,P0118,1,131.55,0.1
OI00046157,O0026280,P0022,2,855.81,0.25
OI00046158,O0026280,P0035,1,1061.7,0.25
OI00046159,O0026280,P0142,1,12.22,0.15
OI00046160,O0026280,P0061,1,375.72,0.25
OI00046166,O0026284,P0134,1,128.14,0.25
OI00046167,O0026284,P0098,1,319.66,0.25
OI00046168,O0026285,P0132,1,28.89,0.25
OI00046177,O0026291,P0155,2,50.07,0.0
OI00046181,O0026293,P0088,1,306.59,0.2
OI00046193,O0026299,P0075,1,52.99,0.0
OI00046194,O0026299,P0081,2,404.83,0.1
OI00046196,O0026301,P0141,1,23.56,0.0
OI00046216,O0026313,P0149,1,18.4,0.05
OI00046236,O0026328,P0050,1,92.44,0.25
OI00046237,O0026328,P0077,1,415.44,0.0
OI00046254,O0026338,P0082,1,378.3,0.0
OI00046267,O0026345,P0032,1,909.15,0.25
OI00046268,O0026345,P0075,1,54.86,0.25
OI00046315,O0026378,P0071,2,113.56,0.1
OI00046316,O0026378,P0097,1,140.42,0.25
OI00046338,O0026391,P0055,1,330.87,0.1
OI00046339,O0026391,P0169,3,185.46,0.2
OI00046340,O0026391,P0053,1,356.89,0.25
OI00046346,O0026394,P0009,1,1255.52,0.0
OI00046349,O0026397,P0175,1,11.71,0.05
OI00046350,O0026397,P0017,1,1620.38,0.15
OI00046351,O0026397,P0081,1,403.76,0.05
OI00046352,O0026398,P0116,1,67.88,0.0
OI00046353,O0026398,P0031,2,1299.64,0.0
OI00046356,O0026401,P0113,2,101.38,0.0
OI00046367,O0026407,P0141,1,23.3,0.0
OI00046376,O0026414,P0012,1,1511.53,0.0
OI00046377,O0026414,P0138,1,35.55,0.05
OI00046378,O0026414,P0089,1,361.29,0.25
OI00046397,O0026426,P0151,1,19.21,0.25
OI00046418,O0026437,P0005,1,1338.16,0.0
OI00046419,O0026437,P0109,1,167.59,0.0
OI00046426,O0026443,P0100,1,62.47,0.15
OI00046427,O0026443,P0135,1,188.89,0.0
OI00046428,O0026443,P0133,1,10.14,0.0
OI00046440,O0026451,P0032,1,908.83,0.25
OI00046454,O0026460,P0054,2,59.08,0.05
OI00046457,O0026462,P0130,1,30.05,0.0
OI00046473,O0026470,P0093,1,88.0,0.0
OI00046474,O0026470,P0154,2,53.82,0.0
OI00046484,O0026478,P0077,1,410.87,0.25
OI00046485,O0026478,P0120,3,340.17,0.25
OI00046492,O0026483,P0169,1,184.66,0.0
OI00046493,O0026484,P0103,1,83.28,0.25
OI00046502,O0026490,P0155,2,50.82,0.0
OI00046503,O0026490,P0162,1,19.23,0.0
OI00046504,O0026490,P0154,1,57.59,0.0
OI00046505,O0026490,P0092,1,200.95,0.0
OI00046508,O0026492,P0033,1,1313.97,0.05
OI00046590,O0026539,P0105,3,127.98,0.05
OI00046616,O0026551,P0092,1,199.46,0.0
OI00046617,O0026551,P0143,1,112.89,0.0
OI00046618,O0026551,P0083,2,711.08,0.0
OI00046630,O0026555,P0117,2,30.77,0.0
OI00046631,O0026555,P0143,1,112.24,0.0
OI00046660,O0026574,P0078,1,137.74,0.0
OI00046661,O0026574,P0157,1,121.61,0.1
OI00046669,O0026579,P0033,1,1333.12,0.0
OI00046682,O0026588,P0129,1,296.21,0.0
OI00046708,O0026604,P0166,1,33.46,0.15
OI00046714,O0026607,P0081,1,404.83,0.0
OI00046715,O0026607,P0102,1,52.3,0.0
OI00046719,O0026610,P0161,1,63.39,0.0
OI00046720,O0026610,P0157,1,122.3,0.0
OI00046731,O0026617,P0099,1,239.19,0.0
OI00046732,O0026617,P0114,1,28.87,0.1
OI00046733,O0026617,P0104,1,29.3,0.0
OI00046755,O0026631,P0174,1,18.21,0.0
OI00046756,O0026632,P0114,1,28.41,0.0
OI00046760,O0026635,P0117,1,30.42,0.0
OI00046763,O0026637,P0163,1,18.1,0.0
OI00046764,O0026637,P0154,1,55.55,0.0
OI00046765,O0026637,P0056,1,129.14,0.0
OI00046766,O0026638,P0141,1,23.72,0.05
OI00046767,O0026638,P0126,1,181.15,0.0
OI00046786,O0026648,P0159,1,181.32,0.0
OI00046806,O0026663,P0136,1,81.82,0.05
OI00046811,O0026668,P0050,1,90.86,0.0
OI00046812,O0026669,P0132,1,28.94,0.0
OI00046813,O0026669,P0038,1,481.1,0.0
OI00046814,O0026669,P0122,1,378.18,0.0
OI00046830,O0026679,P0167,1,131.23,0.0
OI00046831,O0026680,P0031,1,1336.91,0.25
OI00046832,O0026680,P0056,1,128.28,0.0
OI00046847,O0026689,P0051,1,55.16,0.0
OI00046875,O0026704,P0120,1,342.31,0.0
OI00046876,O0026704,P0039,1,536.02,0.0
OI00046880,O0026706,P0064,1,122.93,0.0
OI00046902,O0026718,P0009,1,1313.1,0.1
OI00046904,O0026720,P0120,1,334.21,0.2
OI00046911,O0026726,P0086,1,48.94,0.05
OI00046912,O0026726,P0096,1,85.52,0.0
OI00046913,O0026726,P0097,1,139.34,0.0
OI00046914,O0026727,P0051,1,55.14,0.0
OI00046917,O0026729,P0013,1,1050.79,0.0
OI00046918,O0026729,P0113,1,100.26,0.0
OI00046919,O0026730,P0025,1,425.21,0.05
OI00046931,O0026739,P0131,1,49.63,0.0
OI00046947,O0026747,P0084,1,622.25,0.05
OI00046948,O0026747,P0133,1,9.85,0.15
OI00046955,O0026750,P0012,1,1497.12,0.0
OI00046956,O0026750,P0079,1,172.94,0.0
OI00046960,O0026753,P0083,1,729.82,0.1
OI00046971,O0026759,P0177,1,22.86,0.0
OI00046972,O0026759,P0112,2,39.87,0.1
OI00047002,O0026777,P0178,1,11.37,0.0
OI00047003,O0026777,P0036,1,697.59,0.0
OI00047014,O0026783,P0069,1,98.61,0.1
OI00047015,O0026783,P0173,1,44.68,0.0
OI00047033,O0026796,P0170,1,9.56,0.0
OI00047034,O0026796,P0120,1,331.12,0.0
OI00047068,O0026814,P0103,3,84.03,0.0
OI00047071,O0026816,P0044,1,122.01,0.0
OI00047072,O0026816,P0046,1,329.46,0.0
OI00047080,O0026821,P0015,1,1411.5,0.0
OI00047098,O0026832,P0034,1,539.55,0.0
OI00047099,O0026832,P0180,1,52.38,0.1
OI00047104,O0026835,P0106,2,130.66,0.0
OI00047105,O0026835,P0111,1,289.32,0.0
OI00047112,O0026840,P0090,1,194.75,0.1
OI00047118,O0026845,P0134,1,131.13,0.0
OI00047139,O0026854,P0118,1,128.37,0.0
OI00047140,O0026854,P0063,1,57.71,0.15
OI00047141,O0026854,P0042,1,116.5,0.0
OI00047143,O0026856,P0093,1,85.99,0.0
OI00047150,O0026859,P0174,1,18.54,0.0
OI00047161,O0026865,P0080,1,234.6,0.0
OI00047162,O0026865,P0148,1,14.58,0.0
OI00047165,O0026867,P0009,1,1265.79,0.0
OI00047166,O0026868,P0024,3,512.4,0.0
OI00047167,O0026868,P0144,1,13.69,0.05
OI00047168,O0026868,P0002,1,960.59,0.05
OI00047175,O0026872,P0033,2,1327.28,0.0
OI00047183,O0026878,P0097,1,142.03,0.2
OI00047184,O0026878,P0048,1,56.29,0.0
OI00047194,O0026884,P0177,1,22.96,0.0
OI00047242,O0026914,P0104,1,29.37,0.0
OI00047246,O0026918,P0167,1,128.73,0.0
OI00047247,O0026918,P0129,1,305.96,0.0
OI00047248,O0026918,P0015,1,1469.7,0.0
OI00047277,O0026933,P0133,2,10.04,0.05
OI00047278,O0026933,P0034,1,549.6,0.0
OI00047283,O0026937,P0151,1,19.36,0.0
OI00047284,O0026937,P0024,1,516.1,0.1
OI00047285,O0026937,P0125,1,289.3,0.0
OI00047291,O0026941,P0120,2,334.9,0.0
OI00047292,O0026941,P0056,1,127.84,0.0
OI00047293,O0026941,P0052,1,39.49,0.15
OI00047294,O0026941,P0088,1,293.49,0.0
OI00047298,O0026944,P0014,1,849.13,0.0
OI00047325,O0026956,P0179,1,84.41,0.0
OI00047333,O0026961,P0064,1,131.32,0.1
OI00047348,O0026971,P0134,1,126.44,0.0
OI00047349,O0026971,P0068,1,144.11,0.25
OI00047354,O0026976,P0048,1,55.19,0.0
OI00047355,O0026976,P0073,1,98.59,0.0
OI00047366,O0026982,P0050,1,93.95,0.1
OI00047367,O0026982,P0142,1,12.37,0.0
OI00047368,O0026982,P0126,1,193.76,0.1
OI00047385,O0026996,P0060,2,135.17,0.0
OI00047386,O0026996,P0012,1,1556.45,0.0
OI00047387,O0026996,P0084,1,628.59,0.0
OI00047400,O0027005,P0086,1,48.84,0.0
OI00047407,O0027010,P0083,1,723.54,0.0
OI00047408,O0027010,P0053,1,361.17,0.0
OI00047417,O0027016,P0133,1,9.75,0.1
OI00047432,O0027026,P0175,1,12.34,0.0
OI00047433,O0027027,P0032,1,855.42,0.0
OI00047434,O0027028,P0065,1,320.42,0.0
OI00047435,O0027028,P0043,1,290.23,0.1
OI00047457,O0027042,P0131,1,48.51,0.1
OI00047458,O0027042,P0150,1,11.33,0.05
OI00047459,O0027042,P0095,1,282.11,0.0
OI00047460,O0027043,P0076,1,122.85,0.0
OI00047464,O0027046,P0111,1,290.94,0.0
OI00047469,O0027050,P0097,2,141.17,0.1
OI00047470,O0027050,P0157,1,121.65,0.0
OI00047472,O0027052,P0064,1,130.64,0.0
OI00047479,O0027056,P0160,3,23.94,0.2
OI00047480,O0027056,P0085,1,498.0,0.15
OI00047481,O0027056,P0038,3,489.05,0.1
OI00047482,O0027057,P0045,3,411.62,0.0
OI00047483,O0027058,P0085,1,486.69,0.05
OI00047484,O0027059,P0071,1,112.2,0.0
OI00047498,O0027069,P0121,2,146.12,0.1
OI00047505,O0027073,P0158,1,68.35,0.05
OI00047506,O0027073,P0045,1,405.8,0.0
OI00047507,O0027073,P0091,1,170.36,0.0
OI00047509,O0027075,P0028,1,1183.31,0.0
OI00047519,O0027080,P0066,2,277.21,0.0
OI00047520,O0027080,P0005,2,1351.32,0.05
OI00047523,O0027082,P0056,1,130.67,0.0
OI00047524,O0027082,P0005,1,1369.71,0.0
OI00047525,O0027082,P0176,3,137.52,0.25
OI00047526,O0027082,P0083,1,723.55,0.1
OI00047559,O0027105,P0172,1,22.09,0.1
OI00047574,O0027114,P0024,1,507.72,0.1
OI00047575,O0027114,P0034,1,541.7,0.15
OI00047576,O0027114,P0015,1,1479.47,0.0
OI00047581,O0027119,P0180,1,50.75,0.0
OI00047582,O0027120,P0105,1,131.26,0.05
OI00047594,O0027125,P0174,1,18.27,0.0
OI00047595,O0027125,P0110,1,74.75,0.1
OI00047596,O0027125,P0035,1,1051.44,0.0
OI00047601,O0027128,P0095,1,292.86,0.15
OI00047616,O0027136,P0003,1,1222.96,0.2
OI00047636,O0027147,P0179,1,80.38,0.15
OI00047637,O0027147,P0011,1,1075.86,0.1
OI00047638,O0027147,P0171,1,37.5,0.0
OI00047651,O0027157,P0099,1,235.66,0.0
OI00047652,O0027157,P0051,1,57.06,0.0
OI00047669,O0027167,P0051,1,55.76,0.15
OI00047670,O0027167,P0001,1,1735.69,0.1
OI00047671,O0027167,P0161,1,64.11,0.2
OI00047681,O0027173,P0144,2,13.61,0.0
OI00047685,O0027175,P0155,3,49.72,0.0
OI00047686,O0027175,P0090,1,199.17,0.0
OI00047687,O0027175,P0100,1,60.85,0.0
OI00047717,O0027192,P0013,1,1041.75,0.0
OI00047718,O0027192,P0160,1,24.45,0.0
OI00047724,O0027195,P0153,2,43.25,0.0
OI00047734,O0027202,P0166,1,33.21,0.0
OI00047735,O0027202,P0080,1,235.71,0.0
OI00047736,O0027202,P0107,1,154.46,0.0
OI00047768,O0027223,P0064,1,131.57,0.2
OI00047777,O0027228,P0010,1,866.55,0.0
OI00047778,O0027228,P0009,1,1265.2,0.0
OI00047779,O0027228,P0039,2,528.24,0.0
OI00047799,O0027238,P0035,2,1070.31,0.0
OI00047800,O0027239,P0099,1,233.14,0.0
OI00047801,O0027240,P0042,1,114.28,0.0
OI00047804,O0027242,P0081,1,410.21,0.0
OI00047805,O0027242,P0020,1,553.65,0.0
OI00047814,O0027247,P0079,1,171.21,0.0
OI00047833,O0027259,P0144,1,13.82,0.0
OI00047834,O0027259,P0078,2,135.39,0.0
OI00047835,O0027260,P0101,1,129.38,0.0
OI00047836,O0027261,P0136,1,85.1,0.25
OI00047837,O0027261,P0072,1,175.99,0.0
OI00047838,O0027261,P0172,2,22.47,0.0
OI00047848,O0027266,P0068,1,141.96,0.0
OI00047849,O0027266,P0021,1,653.13,0.1
OI00047850,O0027266,P0006,1,2171.93,0.0
OI00047851,O0027267,P0078,1,131.91,0.1
OI00047865,O0027276,P0062,1,58.76,0.0
OI00047866,O0027276,P0150,2,11.55,0.0
OI00047867,O0027276,P0113,1,97.02,0.0
OI00047868,O0027277,P0119,1,32.65,0.0
OI00047874,O0027282,P0084,1,615.49,0.0
OI00047875,O0027282,P0132,1,28.69,0.25
OI00047876,O0027282,P0045,1,387.51,0.15
OI00047877,O0027283,P0102,2,50.43,0.0
OI00047878,O0027283,P0012,1,1549.82,0.15
OI00047891,O0027290,P0004,2,980.26,0.0
OI00047892,O0027290,P0038,1,476.14,0.0
OI00047893,O0027290,P0103,1,84.25,0.0
OI00047894,O0027291,P0149,1,18.13,0.0
OI00047899,O0027294,P0121,1,150.02,0.0
OI00047900,O0027295,P0070,1,55.41,0.0
OI00047910,O0027301,P0031,1,1344.4,0.05
OI00047911,O0027302,P0170,1,9.17,0.05
OI00047912,O0027302,P0014,1,836.21,0.0
OI00047927,O0027310,P0126,3,188.09,0.0
OI00047928,O0027310,P0138,1,33.81,0.0
OI00047948,O0027322,P0031,1,1332.7,0.0
OI00047949,O0027322,P0057,1,134.25,0.0
OI00047950,O0027322,P0014,1,829.13,0.1
OI00047960,O0027329,P0030,1,869.14,0.0
OI00047961,O0027330,P0054,1,57.05,0.0
OI00047983,O0027343,P0162,1,19.42,0.05
OI00047984,O0027343,P0073,1,96.58,0.0
OI00047985,O0027343,P0114,1,29.21,0.15
OI00048012,O0027355,P0019,1,406.14,0.0
OI00048013,O0027355,P0053,1,357.72,0.0
OI00048032,O0027369,P0105,1,131.78,0.0
OI00048033,O0027369,P0006,1,2205.82,0.0
OI00048047,O0027380,P0081,1,406.33,0.05
OI00048048,O0027380,P0037,1,555.75,0.05
OI00048049,O0027380,P0110,3,72.81,0.0
OI00048050,O0027381,P0022,1,865.86,0.0
OI00048051,O0027381,P0031,3,1321.79,0.0
OI00048052,O0027381,P0110,3,74.32,0.1
OI00048079,O0027396,P0165,1,41.66,0.15
OI00048080,O0027396,P0130,1,29.99,0.15
OI00048081,O0027396,P0033,1,1357.01,0.0
OI00048082,O0027396,P0174,1,18.41,0.0
OI00048085,O0027398,P0112,1,39.9,0.0
OI00048086,O0027398,P0165,1,41.48,0.0
OI00048087,O0027398,P0169,1,187.08,0.0
OI00048091,O0027401,P0157,1,123.76,0.05
OI00048098,O0027406,P0103,2,86.12,0.0
OI00048099,O0027406,P0041,1,232.55,0.0
OI00048100,O0027406,P0147,1,78.6,0.0
OI00048118,O0027417,P0094,2,73.98,0.0
OI00048129,O0027423,P0082,1,383.8,0.05
OI00048134,O0027427,P0073,1,97.02,0.0
OI00048135,O0027427,P0020,1,552.07,0.0
OI00048136,O0027427,P0039,2,535.29,0.0
OI00048144,O0027431,P0093,1,86.51,0.0
OI00048189,O0027455,P0057,1,132.6,0.0
OI00048190,O0027455,P0116,1,69.17,0.1
OI00048220,O0027474,P0171,2,37.88,0.0
OI00048221,O0027474,P0149,1,17.79,0.0
OI00048224,O0027476,P0162,1,19.26,0.1
OI00048240,O0027486,P0176,1,135.72,0.0
OI00048241,O0027486,P0111,2,279.26,0.0
OI00048245,O0027489,P0065,1,318.83,0.0
OI00048252,O0027494,P0042,1,116.17,0.0
OI00048253,O0027495,P0137,1,25.92,0.1
OI00048270,O0027504,P0139,1,24.47,0.0
OI00048271,O0027504,P0032,1,888.94,0.0
OI00048272,O0027504,P0172,1,23.13,0.0
OI00048273,O0027504,P0161,1,60.34,0.05
OI00048279,O0027508,P0173,1,45.3,0.15
OI00048290,O0027515,P0142,1,12.75,0.0
OI00048291,O0027515,P0125,1,305.61,0.0
OI00048323,O0027531,P0149,1,18.18,0.0
OI00048324,O0027531,P0110,1,74.74,0.0
OI00048346,O0027541,P0087,1,502.02,0.0
OI00048347,O0027541,P0021,1,634.07,0.0
OI00048348,O0027541,P0122,3,379.7,0.0
OI00048349,O0027541,P0033,1,1352.3,0.0
OI00048352,O0027543,P0025,2,426.68,0.0
OI00048353,O0027543,P0029,1,545.61,0.0
OI00048361,O0027548,P0174,2,18.25,0.0
OI00048362,O0027548,P0080,1,236.67,0.0
OI00048363,O0027549,P0166,1,32.52,0.0
OI00048372,O0027556,P0173,1,46.13,0.0
OI00048423,O0027587,P0087,1,479.92,0.1
OI00048425,O0027589,P0083,1,731.87,0.0
OI00048428,O0027591,P0098,1,332.55,0.1
OI00048429,O0027591,P0105,1,127.33,0.05
OI00048439,O0027596,P0089,1,357.4,0.0
OI00048441,O0027598,P0072,1,166.43,0.0
OI00048442,O0027599,P0046,1,332.78,0.1
OI00048458,O0027610,P0055,1,337.67,0.0
OI00048459,O0027610,P0177,1,23.25,0.0
OI00048464,O0027614,P0088,1,302.13,0.15
OI00048469,O0027617,P0140,2,15.52,0.0
OI00048470,O0027617,P0042,1,118.75,0.0
OI00048471,O0027617,P0164,1,39.29,0.1
OI00048489,O0027628,P0082,1,362.7,0.2
OI00048490,O0027628,P0043,1,298.3,0.0
OI00048498,O0027634,P0028,2,1258.87,0.0
OI00048499,O0027634,P0033,1,1330.4,0.05
OI00048513,O0027641,P0145,1,160.19,0.15
OI00048528,O0027651,P0137,1,26.54,0.0
OI00048531,O0027654,P0084,1,633.52,0.1
OI00048546,O0027662,P0036,1,711.82,0.15
OI00048547,O0027662,P0044,1,123.11,0.0
OI00048566,O0027674,P0151,2,19.24,0.0
OI00048570,O0027678,P0177,1,22.85,0.0
OI00048571,O0027678,P0018,1,1922.57,0.0
OI00048572,O0027678,P0159,1,174.53,0.1
OI00048573,O0027678,P0119,1,32.61,0.0
OI00048605,O0027694,P0120,2,320.82,0.0
OI00048606,O0027694,P0171,1,38.2,0.25
OI00048607,O0027694,P0124,1,66.41,0.0
OI00048608,O0027694,P0106,1,126.81,0.25
OI00048615,O0027698,P0103,1,83.1,0.0
OI00048616,O0027698,P0093,1,87.23,0.2
OI00048644,O0027716,P0115,1,66.34,0.0
OI00048645,O0027716,P0028,1,1165.95,0.0
OI00048646,O0027716,P0073,1,98.96,0.0
OI00048650,O0027720,P0091,1,171.21,0.1
OI00048671,O0027733,P0047,1,135.33,0.0
OI00048672,O0027733,P0143,1,114.02,0.0
OI00048673,O0027734,P0097,2,137.68,0.0
OI00048674,O0027734,P0159,1,176.84,0.05
OI00048675,O0027734,P0037,1,544.42,0.1
OI00048692,O0027743,P0140,1,15.65,0.05
OI00048697,O0027746,P0049,1,337.32,0.0
OI00048698,O0027746,P0143,1,109.67,0.0
OI00048699,O0027746,P0052,1,38.67,0.15
OI00048700,O0027746,P0053,1,359.64,0.0
OI00048701,O0027747,P0072,1,172.63,0.0
OI00048702,O0027747,P0004,2,989.4,0.0
OI00048703,O0027748,P0011,1,1062.19,0.1
OI00048704,O0027748,P0162,1,19.13,0.0
OI00048705,O0027749,P0116,1,69.68,0.0
OI00048706,O0027749,P0020,1,550.16,0.1
OI00048707,O0027749,P0108,2,40.04,0.1
OI00048743,O0027769,P0055,1,337.78,0.1
OI00048744,O0027769,P0111,1,288.48,0.0
OI00048758,O0027777,P0178,2,11.24,0.0
OI00048759,O0027778,P0087,1,493.04,0.0
OI00048763,O0027781,P0114,1,29.32,0.1
OI00048774,O0027788,P0178,3,11.25,0.0
OI00048775,O0027788,P0025,1,426.51,0.0
OI00048776,O0027788,P0096,2,85.24,0.0
OI00048789,O0027797,P0167,1,124.54,0.0
OI00048790,O0027797,P0135,1,184.97,0.1
OI00048802,O0027804,P0078,1,130.92,0.0
OI00048862,O0027838,P0154,2,56.36,0.0
OI00048863,O0027838,P0103,1,83.57,0.0
OI00048864,O0027838,P0070,1,53.3,0.0
OI00048865,O0027839,P0107,1,153.5,0.0
OI00048866,O0027839,P0004,1,1014.95,0.0
OI00048867,O0027839,P0133,1,9.98,0.0
OI00048932,O0027875,P0055,1,333.73,0.0
OI00048933,O0027875,P0053,1,357.54,0.0
OI00048943,O0027883,P0142,1,12.74,0.15
OI00048944,O0027883,P0138,1,35.16,0.1
OI00048947,O0027886,P0054,1,57.81,0.1
OI00048948,O0027886,P0020,1,537.61,0.0
OI00048959,O0027896,P0094,1,73.52,0.0
OI00048963,O0027899,P0021,1,664.38,0.05
OI00048964,O0027899,P0178,2,11.27,0.05
OI00048965,O0027899,P0089,1,350.73,0.0
OI00048981,O0027907,P0011,1,1045.3,0.0
OI00048982,O0027907,P0171,1,36.64,0.0
OI00048983,O0027908,P0127,1,160.93,0.05
OI00048994,O0027914,P0115,1,66.46,0.0
OI00048995,O0027914,P0117,2,31.12,0.0
OI00049024,O0027930,P0025,1,416.72,0.0
OI00049025,O0027930,P0113,1,99.08,0.0
OI00049032,O0027935,P0107,1,154.12,0.0
OI00049071,O0027958,P0033,1,1345.45,0.0
OI00049083,O0027966,P0180,1,52.67,0.1
OI00049084,O0027966,P0094,1,73.14,0.0
OI00049085,O0027966,P0096,1,85.07,0.0
OI00049107,O0027978,P0174,1,18.63,0.0
OI00049108,O0027979,P0003,2,1209.98,0.0
OI00049109,O0027979,P0032,1,873.38,0.0
OI00049110,O0027979,P0018,1,1995.42,0.0
OI00049111,O0027980,P0058,1,145.86,0.1
OI00049112,O0027980,P0021,1,656.83,0.0
OI00049130,O0027989,P0168,1,61.51,0.0
OI00049131,O0027989,P0119,1,33.63,0.0
OI00049132,O0027989,P0007,2,2061.74,0.0
OI00049152,O0028002,P0018,1,1990.54,0.0
OI00049167,O0028014,P0113,1,101.55,0.1
OI00049177,O0028019,P0172,1,21.4,0.0
OI00049182,O0028023,P0173,2,44.8,0.0
OI00049183,O0028023,P0056,1,125.84,0.05
OI00049186,O0028026,P0056,1,126.67,0.1
OI00049187,O0028026,P0069,1,101.74,0.1
OI00049195,O0028032,P0088,1,297.44,0.0
OI00049196,O0028032,P0042,1,120.57,0.0
OI00049227,O0028052,P0061,1,384.47,0.0
