order_id,customer_id,order_date,channel,store_id,order_status,payment_method,shipping_fee
O0018612,C026059,2023-10-19,Online,,Completed,Credit Card,4.36
O0018616,C019402,2023-10-19,Store,S007,Completed,Credit Card,0.0
O0018620,C013885,2023-10-19,Online,,Completed,Debit Card,12.15
O0018627,C006484,2023-10-19,Online,,Completed,Debit Card,3.49
O0018633,C020169,2023-10-19,Online,,Completed,Digital Wallet,11.19
O0018637,C008880,2023-10-19,Pickup,S012,Completed,Digital Wallet,0.0
O0018654,C009732,2023-10-19,Online,,Completed,Debit Card,2.77
O0018663,C015981,2023-10-20,Store,S014,Returned,Credit Card,0.0
O0018675,C013903,2023-10-20,Online,,Completed,Credit Card,8.37
O0018687,C009699,2023-10-20,Store,S005,Completed,Credit Card,0.0
O0018697,C014171,2023-10-20,Store,S003,Returned,Credit Card,0.0
O0018706,C011538,2023-10-20,Online,,Completed,Credit Card,4.09
O0018709,C017247,2023-10-20,Store,S012,Completed,Credit Card,0.0
O0018714,C001667,2023-10-20,Store,S004,Completed,Debit Card,0.0
O0018718,C017247,2023-10-20,Online,,Completed,Credit Card,7.88
O0018723,C003231,2023-10-20,Pickup,S008,Completed,Credit Card,0.0
O0018740,C014725,2023-10-21,Store,S007,Completed,Credit Card,0.0
O0018779,C012969,2023-10-21,Online,,Completed,Credit Card,5.99
O0018789,C010557,2023-10-21,Online,,Completed,Credit Card,8.28
O0018792,C021047,2023-10-21,Store,S002,Completed,Credit Card,0.0
O0018793,C013318,2023-10-21,Online,,Completed,Digital Wallet,5.26
O0018799,C029238,2023-10-21,Store,S010,Completed,Debit Card,0.0
O0018814,C020200,2023-10-22,Online,,Completed,Credit Card,2.16
O0018823,C001742,2023-10-22,Online,,Completed,Credit Card,1.86
O0018825,C024460,2023-10-22,Store,S015,Completed,Digital Wallet,0.0
O0018826,C015985,2023-10-22,Online,,Completed,Credit Card,16.75
O0018838,C004743,2023-10-22,Store,S013,Completed,Debit Card,0.0
O0018842,C010715,2023-10-22,Store,S009,Completed,Credit Card,0.0
O0018850,C018876,2023-10-22,Online,,Completed,Digital Wallet,3.77
O0018860,C016417,2023-10-22,Store,S015,Completed,Gift Card,0.0
O0018866,C014802,2023-10-22,Store,S009,Completed,Credit Card,0.0
O0018875,C007566,2023-10-22,Store,S013,Completed,Debit Card,0.0
O0018881,C015987,2023-10-22,Store,S004,Completed,Credit Card,0.0
O0018893,C005392,2023-10-23,Pickup,S003,Completed,Credit Card,0.0
O0018901,C010557,2023-10-23,Store,S010,Completed,Credit Card,0.0
O0018903,C021694,2023-10-23,Online,,Completed,Credit Card,6.81
O0018919,C001303,2023-10-23,Store,S012,Completed,Credit Card,0.0
O0018923,C019036,2023-10-23,Store,S013,Completed,Credit Card,0.0
O0018927,C022543,2023-10-23,Online,,Returned,Digital Wallet,8.09
O0018932,C025075,2023-10-23,Pickup,S008,Completed,Debit Card,0.0
O0018935,C024625,2023-10-23,Store,S003,Completed,Debit Card,0.0
O0018941,C021369,2023-10-23,Store,S013,Completed,Credit Card,0.0
O0018950,C008635,2023-10-23,Online,,Completed,Debit Card,16.64
O0018952,C010353,2023-10-24,Store,S011,Returned,Credit Card,0.0
O0018957,C017920,2023-10-24,Store,S006,Completed,Credit Card,0.0
O0018964,C002584,2023-10-24,Pickup,S014,Completed,Digital Wallet,0.0
O0018965,C019078,2023-10-24,Online,,Completed,Credit Card,9.16
O0018985,C028785,2023-10-24,Store,S001,Completed,Credit Card,0.0
O0018993,C025764,2023-10-24,Online,,Returned,Credit Card,4.28
O0018997,C014920,2023-10-24,Pickup,S004,Completed,Digital Wallet,0.0
O0019004,C005457,2023-10-24,Pickup,S007,Completed,Credit Card,0.0
O0019014,C021458,2023-10-24,Online,,Cancelled,Credit Card,0.4
O0019026,C008212,2023-10-25,Store,S012,Completed,Digital Wallet,0.0
O0019033,C015840,2023-10-25,Pickup,S003,Completed,Credit Card,0.0
O0019036,C000502,2023-10-25,Pickup,S016,Completed,Digital Wallet,0.0
O0019045,C021791,2023-10-25,Pickup,S001,Completed,Credit Card,0.0
O0019047,C018791,2023-10-25,Online,,Completed,Gift Card,5.06
O0019053,C018341,2023-10-25,Store,S009,Completed,Digital Wallet,0.0
O0019055,C000867,2023-10-25,Pickup,S016,Completed,Credit Card,0.0
O0019056,C015559,2023-10-25,Store,S010,Completed,Debit Card,0.0
O0019062,C001611,2023-10-25,Online,,Completed,Credit Card,13.81
O0019070,C009444,2023-10-25,Store,S003,Completed,Digital Wallet,0.0
O0019080,C007487,2023-10-26,Store,S011,Completed,Debit Card,0.0
O0019081,C004348,2023-10-26,Online,,Completed,Digital Wallet,2.45
O0019110,C017591,2023-10-26,Store,S006,Completed,Debit Card,0.0
O0019118,C022993,2023-10-26,Pickup,S010,Completed,Credit Card,0.0
O0019120,C026465,2023-10-26,Store,S013,Completed,Credit Card,0.0
O0019126,C017042,2023-10-26,Store,S001,Completed,Digital Wallet,0.0
O0019155,C006837,2023-10-27,Online,,Completed,Digital Wallet,2.8
O0019159,C011667,2023-10-27,Online,,Completed,Credit Card,7.11
O0019165,C008874,2023-10-27,Pickup,S004,Completed,Credit Card,0.0
O0019173,C029237,2023-10-27,Pickup,S012,Completed,Credit Card,0.0
O0019174,C013358,2023-10-27,Online,,Completed,Debit Card,6.24
O0019190,C017829,2023-10-27,Online,,Completed,Digital Wallet,4.28
O0019210,C004846,2023-10-27,Online,,Completed,Digital Wallet,6.35
O0019211,C000665,2023-10-27,Online,,Completed,Digital Wallet,0.84
O0019222,C019315,2023-10-28,Store,S016,Completed,Digital Wallet,0.0
O0019225,C017121,2023-10-28,Pickup,S006,Completed,Debit Card,0.0
O0019230,C021440,2023-10-28,Online,,Completed,Credit Card,6.16
O0019236,C011583,2023-10-28,Online,,Completed,Credit Card,3.55
O0019239,C002384,2023-10-28,Online,,Completed,Debit Card,0.72
O0019248,C020006,2023-10-28,Store,S011,Completed,Credit Card,0.0
O0019250,C022567,2023-10-28,Pickup,S002,Returned,Gift Card,0.0
O0019257,C015431,2023-10-28,Online,,Completed,Debit Card,11.21
O0019269,C001267,2023-10-28,Store,S014,Completed,Credit Card,0.0
O0019283,C001792,2023-10-28,Store,S013,Completed,Credit Card,0.0
O0019289,C023144,2023-10-28,Online,,Completed,Credit Card,11.92
O0019297,C016115,2023-10-28,Pickup,S008,Completed,Digital Wallet,0.0
O0019298,C000881,2023-10-28,Online,,Completed,Credit Card,4.28
O0019306,C009927,2023-10-28,Store,S005,Completed,Credit Card,0.0
O0019309,C021458,2023-10-28,Store,S002,Completed,Debit Card,0.0
O0019319,C023672,2023-10-29,Pickup,S001,Completed,Digital Wallet,0.0
O0019324,C004878,2023-10-29,Store,S012,Completed,Digital Wallet,0.0
O0019350,C000217,2023-10-29,Pickup,S007,Completed,Credit Card,0.0
O0019351,C019044,2023-10-29,Online,,Completed,Credit Card,5.14
O0019365,C012643,2023-10-29,Online,,Returned,Digital Wallet,4.11
O0019394,C018904,2023-10-29,Store,S009,Completed,Debit Card,0.0
O0019397,C008215,2023-10-29,Online,,Completed,Debit Card,2.55
O0019414,C000658,2023-10-30,Store,S005,Completed,Debit Card,0.0
O0019421,C003579,2023-10-30,Store,S005,Completed,Credit Card,0.0
O0019423,C009135,2023-10-30,Pickup,S001,Completed,Debit Card,0.0
O0019446,C009085,2023-10-30,Store,S003,Completed,Credit Card,0.0
O0019451,C001036,2023-10-30,Store,S011,Completed,Credit Card,0.0
O0019461,C027646,2023-10-30,Store,S007,Returned,Credit Card,0.0
O0019468,C001792,2023-10-30,Store,S013,Completed,Credit Card,0.0
O0019474,C009905,2023-10-31,Online,,Completed,Credit Card,11.45
O0019478,C017715,2023-10-31,Store,S002,Completed,Debit Card,0.0
O0019494,C027726,2023-10-31,Online,,Completed,Gift Card,2.9
O0019515,C012837,2023-10-31,Online,,Completed,Debit Card,0.99
O0019522,C007569,2023-10-31,Store,S010,Completed,Debit Card,0.0
O0019532,C022759,2023-10-31,Store,S001,Completed,Credit Card,0.0
O0019540,C002665,2023-10-31,Store,S002,Completed,Debit Card,0.0
O0019543,C006539,2023-10-31,Pickup,S016,Completed,Digital Wallet,0.0
O0019570,C006423,2023-11-01,Store,S010,Completed,Credit Card,0.0
O0019571,C003800,2023-11-01,Store,S016,Completed,Credit Card,0.0
O0019575,C009521,2023-11-01,Online,,Completed,Credit Card,5.45
O0019578,C019044,2023-11-01,Online,,Completed,Debit Card,8.74
O0019579,C013318,2023-11-01,Online,,Completed,Credit Card,12.09
O0019590,C024199,2023-11-01,Pickup,S014,Completed,Debit Card,0.0
O0019598,C004169,2023-11-01,Store,S003,Cancelled,Credit Card,0.0
O0019602,C011258,2023-11-01,Store,S009,Cancelled,Debit Card,0.0
O0019605,C023851,2023-11-01,Online,,Returned,Debit Card,8.25
O0019606,C009972,2023-11-01,Store,S008,Completed,Digital Wallet,0.0
O0019617,C020641,2023-11-01,Online,,Completed,Digital Wallet,9.69
O0019626,C021220,2023-11-01,Store,S005,Completed,Digital Wallet,0.0
O0019627,C014700,2023-11-01,Online,,Returned,Digital Wallet,4.19
O0019629,C022346,2023-11-01,Online,,Completed,Digital Wallet,1.84
O0019632,C001457,2023-11-01,Online,,Completed,Credit Card,0.26
O0019636,C000280,2023-11-01,Online,,Completed,Debit Card,2.98
O0019638,C005473,2023-11-01,Store,S016,Completed,Credit Card,0.0
O0019655,C007487,2023-11-01,Store,S010,Completed,Credit Card,0.0
O0019679,C024787,2023-11-02,Store,S008,Completed,Credit Card,0.0
O0019680,C015011,2023-11-02,Store,S009,Completed,Debit Card,0.0
O0019685,C011652,2023-11-02,Online,,Completed,Credit Card,8.77
O0019686,C014984,2023-11-02,Store,S016,Completed,Credit Card,0.0
O0019695,C000122,2023-11-02,Store,S009,Completed,Credit Card,0.0
O0019717,C005219,2023-11-02,Online,,Completed,Credit Card,14.76
O0019720,C008980,2023-11-02,Online,,Returned,Credit Card,7.65
O0019722,C007404,2023-11-02,Online,,Completed,Credit Card,12.29
O0019728,C009556,2023-11-02,Pickup,S012,Completed,Credit Card,0.0
O0019733,C021951,2023-11-02,Store,S014,Completed,Digital Wallet,0.0
O0019748,C014848,2023-11-02,Store,S005,Completed,Credit Card,0.0
O0019770,C014995,2023-11-03,Pickup,S006,Completed,Credit Card,0.0
O0019772,C024507,2023-11-03,Store,S005,Completed,Debit Card,0.0
O0019777,C020127,2023-11-03,Online,,Completed,Digital Wallet,10.96
O0019784,C005825,2023-11-03,Online,,Completed,Debit Card,7.6
O0019792,C024513,2023-11-03,Online,,Completed,Debit Card,3.58
O0019797,C017547,2023-11-03,Store,S013,Completed,Debit Card,0.0
O0019817,C014951,2023-11-03,Pickup,S009,Completed,Debit Card,0.0
O0019820,C021003,2023-11-03,Pickup,S007,Returned,Credit Card,0.0
O0019823,C013843,2023-11-03,Online,,Completed,Credit Card,7.6
O0019831,C007574,2023-11-03,Online,,Completed,Gift Card,3.07
O0019833,C027604,2023-11-03,Online,,Completed,Credit Card,11.73
O0019836,C002241,2023-11-03,Store,S014,Completed,Digital Wallet,0.0
O0019844,C021991,2023-11-03,Store,S008,Returned,Credit Card,0.0
O0019847,C019862,2023-11-03,Store,S012,Completed,Digital Wallet,0.0
O0019853,C011457,2023-11-03,Online,,Completed,Credit Card,7.89
O0019865,C023911,2023-11-03,Pickup,S006,Completed,Credit Card,0.0
O0019868,C015077,2023-11-03,Pickup,S012,Completed,Credit Card,0.0
O0019871,C012079,2023-11-04,Store,S014,Completed,Credit Card,0.0
O0019875,C002326,2023-11-04,Store,S009,Completed,Credit Card,0.0
O0019878,C006012,2023-11-04,Pickup,S014,Completed,Credit Card,0.0
O0019882,C011960,2023-11-04,Online,,Completed,Credit Card,1.34
O0019883,C003442,2023-11-04,Store,S013,Completed,Debit Card,0.0
O0019896,C010277,2023-11-04,Online,,Completed,Credit Card,9.37
O0019907,C008630,2023-11-04,Pickup,S009,Returned,Credit Card,0.0
O0019916,C016503,2023-11-04,Online,,Completed,Credit Card,1.22
O0019922,C008940,2023-11-04,Pickup,S008,Completed,Credit Card,0.0
O0019925,C005462,2023-11-04,Pickup,S001,Completed,Debit Card,0.0
O0019927,C028663,2023-11-04,Online,,Completed,Gift Card,3.29
O0019961,C028578,2023-11-04,Store,S001,Completed,Digital Wallet,0.0
O0019963,C029443,2023-11-04,Store,S002,Completed,Digital Wallet,0.0
O0019974,C027864,2023-11-04,Online,,Completed,Debit Card,0.45
O0019980,C007256,2023-11-04,Pickup,S007,Completed,Digital Wallet,0.0
O0019992,C022837,2023-11-05,Store,S005,Completed,Credit Card,0.0
O0020000,C015378,2023-11-05,Online,,Completed,Gift Card,9.7
O0020023,C029622,2023-11-05,Store,S013,Completed,Gift Card,0.0
O0020040,C001340,2023-11-05,Store,S012,Completed,Digital Wallet,0.0
O0020044,C029340,2023-11-05,Pickup,S006,Completed,Digital Wallet,0.0
O0020054,C001924,2023-11-05,Online,,Completed,Credit Card,11.26
O0020059,C022596,2023-11-05,Online,,Returned,Debit Card,8.57
O0020061,C017310,2023-11-05,Online,,Completed,Digital Wallet,1.87
O0020072,C015758,2023-11-05,Online,,Cancelled,Credit Card,11.55
O0020075,C018933,2023-11-05,Pickup,S006,Completed,Credit Card,0.0
O0020076,C004916,2023-11-05,Store,S014,Completed,Digital Wallet,0.0
O0020079,C026054,2023-11-05,Store,S007,Completed,Debit Card,0.0
O0020082,C007404,2023-11-05,Online,,Completed,Credit Card,15.26
O0020096,C028690,2023-11-06,Online,,Completed,Digital Wallet,4.17
O0020101,C004521,2023-11-06,Online,,Completed,Credit Card,3.37
O0020102,C008846,2023-11-06,Store,S001,Completed,Credit Card,0.0
O0020108,C015615,2023-11-06,Pickup,S015,Completed,Debit Card,0.0
O0020120,C024149,2023-11-06,Store,S008,Completed,Credit Card,0.0
O0020130,C028217,2023-11-06,Pickup,S005,Completed,Debit Card,0.0
O0020139,C013846,2023-11-06,Online,,Completed,Credit Card,3.13
O0020147,C025868,2023-11-06,Online,,Completed,Gift Card,16.37
O0020154,C017893,2023-11-06,Online,,Completed,Credit Card,4.24
O0020156,C010084,2023-11-06,Online,,Completed,Credit Card,11.79
O0020157,C010599,2023-11-06,Online,,Completed,Gift Card,11.83
O0020161,C024216,2023-11-06,Store,S012,Completed,Debit Card,0.0
O0020164,C028390,2023-11-06,Online,,Completed,Digital Wallet,4.81
O0020170,C012120,2023-11-06,Pickup,S002,Completed,Credit Card,0.0
O0020181,C010072,2023-11-06,Store,S007,Returned,Credit Card,0.0
O0020199,C001759,2023-11-07,Online,,Completed,Credit Card,1.3
O0020203,C028115,2023-11-07,Store,S007,Completed,Debit Card,0.0
O0020207,C029505,2023-11-07,Online,,Completed,Credit Card,2.4
O0020224,C024992,2023-11-07,Online,,Completed,Credit Card,3.14
O0020241,C016478,2023-11-07,Pickup,S012,Completed,Credit Card,0.0
O0020243,C023024,2023-11-07,Online,,Completed,Credit Card,10.09
O0020249,C006393,2023-11-07,Online,,Completed,Debit Card,3.75
O0020254,C022797,2023-11-07,Store,S013,Completed,Digital Wallet,0.0
O0020257,C002857,2023-11-07,Store,S005,Completed,Credit Card,0.0
O0020259,C025168,2023-11-07,Online,,Completed,Debit Card,3.5
O0020260,C028550,2023-11-07,Store,S014,Completed,Credit Card,0.0
O0020267,C014122,2023-11-07,Store,S003,Completed,Credit Card,0.0
O0020270,C017554,2023-11-07,Pickup,S015,Completed,Debit Card,0.0
O0020271,C011406,2023-11-07,Store,S009,Completed,Debit Card,0.0
O0020275,C023078,2023-11-07,Online,,Completed,Credit Card,16.91
O0020282,C010183,2023-11-07,Online,,Completed,Debit Card,0.96
O0020288,C019760,2023-11-07,Online,,Completed,Credit Card,3.07
O0020293,C021602,2023-11-08,Store,S007,Completed,Credit Card,0.0
O0020294,C009253,2023-11-08,Online,,Completed,Gift Card,7.83
O0020295,C019575,2023-11-08,Store,S005,Completed,Credit Card,0.0
O0020304,C029344,2023-11-08,Store,S009,Completed,Credit Card,0.0
O0020309,C002277,2023-11-08,Online,,Completed,Credit Card,7.65
O0020314,C028817,2023-11-08,Online,,Completed,Digital Wallet,7.22
O0020323,C010804,2023-11-08,Store,S008,Returned,Digital Wallet,0.0
O0020329,C008740,2023-11-08,Pickup,S014,Completed,Debit Card,0.0
O0020338,C017901,2023-11-08,Pickup,S002,Cancelled,Digital Wallet,0.0
O0020342,C026019,2023-11-08,Store,S011,Completed,Digital Wallet,0.0
O0020344,C014481,2023-11-08,Online,,Completed,Debit Card,3.23
O0020346,C014460,2023-11-08,Online,,Completed,Digital Wallet,1.56
O0020368,C026543,2023-11-08,Online,,Cancelled,Digital Wallet,1.49
O0020387,C009933,2023-11-08,Store,S002,Cancelled,Credit Card,0.0
O0020396,C020263,2023-11-09,Online,,Completed,Credit Card,0.24
O0020409,C025234,2023-11-09,Store,S009,Completed,Credit Card,0.0
O0020418,C005772,2023-11-09,Store,S016,Completed,Credit Card,0.0
O0020436,C021348,2023-11-09,Online,,Completed,Digital Wallet,4.04
O0020440,C010631,2023-11-09,Pickup,S001,Completed,Debit Card,0.0
O0020445,C024799,2023-11-09,Store,S016,Completed,Credit Card,0.0
O0020455,C000719,2023-11-09,Online,,Completed,Credit Card,4.95
O0020456,C020606,2023-11-09,Store,S016,Returned,Debit Card,0.0
O0020468,C027750,2023-11-09,Online,,Completed,Debit Card,4.59
O0020474,C007199,2023-11-09,Store,S009,Completed,Digital Wallet,0.0
O0020484,C005728,2023-11-09,Store,S005,Completed,Credit Card,0.0
O0020487,C002277,2023-11-09,Online,,Completed,Debit Card,4.94
O0020493,C029021,2023-11-10,Store,S015,Completed,Digital Wallet,0.0
O0020498,C024815,2023-11-10,Online,,Completed,Digital Wallet,4.9
O0020502,C019368,2023-11-10,Store,S009,Returned,Credit Card,0.0
O0020511,C009607,2023-11-10,Online,,Completed,Credit Card,7.82
O0020514,C021744,2023-11-10,Store,S014,Completed,Credit Card,0.0
O0020522,C009133,2023-11-10,Store,S005,Completed,Debit Card,0.0
O0020554,C000719,2023-11-10,Online,,Completed,Debit Card,2.0
O0020555,C011512,2023-11-10,Store,S009,Completed,Credit Card,0.0
O0020562,C022287,2023-11-10,Online,,Returned,Debit Card,2.51
O0020563,C007924,2023-11-10,Online,,Returned,Gift Card,2.84
O0020570,C005747,2023-11-10,Online,,Completed,Credit Card,2.66
O0020571,C012557,2023-11-10,Online,,Completed,Credit Card,1.28
O0020572,C029753,2023-11-10,Online,,Completed,Debit Card,17.43
O0020574,C003659,2023-11-10,Store,S006,Returned,Credit Card,0.0
O0020592,C008841,2023-11-10,Online,,Completed,Debit Card,4.56
O0020601,C005287,2023-11-10,Online,,Completed,Digital Wallet,8.53
O0020610,C028115,2023-11-11,Store,S006,Completed,Debit Card,0.0
O0020615,C006272,2023-11-11,Pickup,S012,Completed,Debit Card,0.0
O0020628,C002562,2023-11-11,Online,,Completed,Credit Card,14.63
O0020637,C015228,2023-11-11,Pickup,S005,Completed,Credit Card,0.0
O0020640,C025969,2023-11-11,Store,S010,Returned,Debit Card,0.0
O0020647,C021451,2023-11-11,Online,,Returned,Credit Card,12.51
O0020661,C014700,2023-11-11,Online,,Completed,Digital Wallet,3.96
O0020671,C011901,2023-11-11,Pickup,S008,Completed,Digital Wallet,0.0
O0020676,C010934,2023-11-11,Online,,Completed,Debit Card,4.67
O0020690,C027275,2023-11-11,Online,,Completed,Debit Card,3.02
O0020693,C005187,2023-11-11,Pickup,S007,Completed,Digital Wallet,0.0
O0020708,C028315,2023-11-12,Store,S006,Completed,Debit Card,0.0
O0020722,C012984,2023-11-12,Online,,Completed,Credit Card,8.85
O0020723,C022503,2023-11-12,Store,S002,Completed,Digital Wallet,0.0
O0020737,C003674,2023-11-12,Pickup,S013,Completed,Digital Wallet,0.0
O0020740,C012682,2023-11-12,Online,,Returned,Digital Wallet,3.81
O0020766,C016811,2023-11-12,Store,S016,Completed,Debit Card,0.0
O0020768,C021935,2023-11-12,Pickup,S014,Completed,Credit Card,0.0
O0020770,C024083,2023-11-12,Store,S005,Completed,Credit Card,0.0
O0020773,C012368,2023-11-12,Pickup,S001,Completed,Debit Card,0.0
O0020793,C011960,2023-11-12,Online,,Completed,Digital Wallet,13.42
O0020800,C026784,2023-11-12,Store,S008,Completed,Digital Wallet,0.0
O0020815,C009085,2023-11-12,Store,S002,Completed,Debit Card,0.0
O0020817,C012607,2023-11-12,Store,S007,Completed,Credit Card,0.0
O0020833,C006152,2023-11-12,Store,S003,Returned,Credit Card,0.0
O0020842,C012696,2023-11-13,Store,S001,Completed,Debit Card,0.0
O0020846,C010934,2023-11-13,Store,S003,Completed,Debit Card,0.0
O0020849,C026665,2023-11-13,Store,S013,Completed,Digital Wallet,0.0
O0020874,C016011,2023-11-13,Online,,Completed,Credit Card,6.44
O0020875,C017958,2023-11-13,Store,S012,Completed,Debit Card,0.0
O0020878,C010477,2023-11-13,Online,,Completed,Credit Card,11.08
O0020883,C008030,2023-11-13,Online,,Completed,Credit Card,1.78
O0020887,C017893,2023-11-13,Online,,Completed,Digital Wallet,4.71
O0020889,C009166,2023-11-13,Store,S007,Returned,Credit Card,0.0
O0020895,C010899,2023-11-13,Store,S004,Completed,Digital Wallet,0.0
O0020900,C001428,2023-11-13,Store,S003,Completed,Debit Card,0.0
O0020933,C003640,2023-11-13,Online,,Completed,Credit Card,3.63
O0020936,C023288,2023-11-13,Store,S003,Completed,Digital Wallet,0.0
O0020937,C002534,2023-11-13,Online,,Completed,Debit Card,14.09
O0020939,C016604,2023-11-13,Store,S003,Cancelled,Credit Card,0.0
O0020950,C020045,2023-11-14,Store,S011,Completed,Credit Card,0.0
O0020954,C024334,2023-11-14,Online,,Completed,Credit Card,3.58
O0020966,C019033,2023-11-14,Pickup,S008,Completed,Gift Card,0.0
O0020975,C012627,2023-11-14,Store,S006,Completed,Digital Wallet,0.0
O0020987,C012284,2023-11-14,Store,S013,Completed,Digital Wallet,0.0
O0020998,C022710,2023-11-14,Store,S006,Completed,Debit Card,0.0
O0021005,C001617,2023-11-14,Store,S008,Completed,Digital Wallet,0.0
O0021026,C028812,2023-11-14,Online,,Returned,Credit Card,3.95
O0021034,C004846,2023-11-14,Store,S004,Completed,Gift Card,0.0
O0021041,C014718,2023-11-14,Online,,Completed,Digital Wallet,6.57
O0021056,C028772,2023-11-14,Store,S006,Completed,Credit Card,0.0
O0021061,C012229,2023-11-15,Online,,Returned,Credit Card,4.74
O0021063,C022687,2023-11-15,Store,S015,Returned,Debit Card,0.0
O0021066,C011294,2023-11-15,Store,S016,Completed,Credit Card,0.0
O0021068,C027514,2023-11-15,Store,S016,Completed,Digital Wallet,0.0
O0021069,C018937,2023-11-15,Online,,Completed,Digital Wallet,13.34
O0021071,C022422,2023-11-15,Pickup,S007,Completed,Gift Card,0.0
O0021081,C026546,2023-11-15,Online,,Completed,Gift Card,7.42
O0021087,C004982,2023-11-15,Online,,Completed,Credit Card,8.46
O0021090,C013119,2023-11-15,Online,,Completed,Credit Card,1.09
O0021097,C001427,2023-11-15,Store,S015,Completed,Debit Card,0.0
O0021102,C014658,2023-11-15,Store,S016,Returned,Credit Card,0.0
O0021105,C008590,2023-11-15,Store,S008,Completed,Digital Wallet,0.0
O0021106,C013109,2023-11-15,Online,,Completed,Gift Card,7.69
O0021108,C018338,2023-11-15,Store,S010,Completed,Credit Card,0.0
O0021118,C004236,2023-11-15,Store,S004,Cancelled,Credit Card,0.0
O0021120,C016868,2023-11-15,Online,,Completed,Debit Card,2.18
O0021122,C016720,2023-11-15,Online,,Completed,Credit Card,7.57
O0021127,C010262,2023-11-15,Store,S008,Completed,Debit Card,0.0
O0021141,C028115,2023-11-15,Pickup,S007,Completed,Digital Wallet,0.0
O0021150,C016271,2023-11-15,Pickup,S010,Completed,Debit Card,0.0
O0021152,C013109,2023-11-15,Store,S014,Completed,Digital Wallet,0.0
O0021154,C008346,2023-11-15,Store,S009,Completed,Credit Card,0.0
O0021157,C009732,2023-11-15,Online,,Completed,Digital Wallet,7.35
O0021161,C018594,2023-11-15,Online,,Completed,Debit Card,14.63
O0021171,C011713,2023-11-16,Store,S006,Completed,Credit Card,0.0
O0021172,C005069,2023-11-16,Online,,Completed,Debit Card,10.04
O0021179,C024335,2023-11-16,Store,S001,Completed,Digital Wallet,0.0
O0021182,C006393,2023-11-16,Online,,Completed,Credit Card,15.6
O0021185,C015417,2023-11-16,Online,,Completed,Credit Card,4.89
O0021187,C006910,2023-11-16,Online,,Completed,Credit Card,2.6
O0021188,C026663,2023-11-16,Store,S009,Completed,Credit Card,0.0
O0021195,C024606,2023-11-16,Online,,Completed,Debit Card,8.23
O0021197,C027864,2023-11-16,Store,S014,Completed,Credit Card,0.0
O0021210,C001442,2023-11-16,Online,,Completed,Debit Card,2.21
O0021222,C027367,2023-11-16,Pickup,S010,Completed,Digital Wallet,0.0
O0021223,C010883,2023-11-16,Store,S012,Completed,Digital Wallet,0.0
O0021224,C002623,2023-11-16,Store,S005,Cancelled,Credit Card,0.0
O0021232,C005712,2023-11-16,Pickup,S015,Returned,Debit Card,0.0
O0021235,C010022,2023-11-16,Store,S006,Completed,Credit Card,0.0
O0021240,C019961,2023-11-16,Online,,Completed,Debit Card,2.64
O0021249,C022040,2023-11-16,Online,,Completed,Credit Card,6.51
O0021253,C003902,2023-11-16,Store,S007,Completed,Debit Card,0.0
O0021264,C026019,2023-11-17,Online,,Completed,Debit Card,9.28
O0021265,C014919,2023-11-17,Online,,Completed,Debit Card,7.46
O0021273,C022097,2023-11-17,Online,,Completed,Debit Card,5.52
O0021274,C006881,2023-11-17,Store,S002,Completed,Debit Card,0.0
O0021281,C026597,2023-11-17,Online,,Completed,Gift Card,6.59
O0021285,C010494,2023-11-17,Online,,Completed,Digital Wallet,1.95
O0021302,C003640,2023-11-17,Store,S011,Completed,Digital Wallet,0.0
O0021305,C011683,2023-11-17,Store,S002,Completed,Credit Card,0.0
O0021308,C021939,2023-11-17,Store,S006,Completed,Gift Card,0.0
O0021310,C013316,2023-11-17,Store,S003,Cancelled,Credit Card,0.0
O0021311,C009556,2023-11-17,Online,,Completed,Credit Card,8.4
O0021316,C025355,2023-11-17,Pickup,S011,Completed,Debit Card,0.0
O0021319,C006071,2023-11-17,Online,,Completed,Credit Card,5.3
O0021323,C013587,2023-11-17,Online,,Completed,Credit Card,4.91
O0021327,C002665,2023-11-17,Online,,Completed,Credit Card,5.81
O0021334,C012618,2023-11-17,Online,,Completed,Credit Card,4.14
O0021336,C014725,2023-11-17,Store,S007,Completed,Credit Card,0.0
O0021341,C003032,2023-11-17,Pickup,S002,Completed,Debit Card,0.0
O0021346,C026821,2023-11-17,Pickup,S007,Completed,Digital Wallet,0.0
O0021359,C016273,2023-11-17,Online,,Completed,Digital Wallet,1.6
O0021372,C017411,2023-11-17,Online,,Completed,Digital Wallet,6.62
O0021374,C013843,2023-11-18,Pickup,S001,Cancelled,Credit Card,0.0
O0021375,C004286,2023-11-18,Online,,Completed,Credit Card,5.45
O0021377,C020442,2023-11-18,Pickup,S004,Completed,Credit Card,0.0
O0021389,C013678,2023-11-18,Store,S001,Returned,Credit Card,0.0
O0021402,C017069,2023-11-18,Store,S011,Completed,Credit Card,0.0
O0021406,C015821,2023-11-18,Online,,Completed,Credit Card,2.29
O0021408,C015615,2023-11-18,Pickup,S016,Completed,Credit Card,0.0
O0021409,C007278,2023-11-18,Online,,Completed,Credit Card,12.22
O0021411,C022567,2023-11-18,Store,S004,Completed,Credit Card,0.0
O0021412,C009565,2023-11-18,Pickup,S012,Returned,Digital Wallet,0.0
O0021415,C006268,2023-11-18,Pickup,S001,Completed,Debit Card,0.0
O0021417,C003777,2023-11-18,Store,S002,Completed,Credit Card,0.0
